600	3	5	800
190	2	2	205
210	2	2	229
364	2	2	550
325	2	4	450
180	2	2	230
133	2	2	239
500	2	3	650
107	1	2	209
320	2	3	299
500	2	4	750
300	2	3	300
290	2	4	395
172	2	3	239
362	2	5	369
160	2	2	160
237	2	3	230
285	2	4	250
301	2	3	600
286	2	5	480
170	2	3	178
354	1	4	300
240	2	3	280
198	2	3	215
280	2	3	300
500	2	4	750
257	2	4	259
160	2	3	189
177	2	3	305
154	1	3	189
189	2	3	198
197	2	3	240
